Name,text,Likes,Time,emotion,confidence
@worldbox972,Cần bản tải về ạ,1,2024-09-13T06:49:16Z,negative,0.9761941432952881
@palyer1st146,"Em là Mây , là Gió giữa thế giới bao la lướt qua anh như tìm thấy bình yên !",1,2024-09-13T06:01:56Z,positive,0.90859454870224
@ngockhanhthunguyen2222,"Ơi. Bài này hay quá, vượt hơn kỳ vọng của mình, meeeeee",1,2024-09-13T03:37:11Z,positive,0.9927383065223694
@camloan9195,"Em như dòng nước trong veo
(...băng qua ngọn núi vòng vèo)
(chỉ cần có em hàn huyên)
(cùng anh kể chuyện)
Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng
Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh

[ĐIỆP KHÚC]
Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện
(Chỉ cần có em)
Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

[Rap:]
Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca, em hay quên lời
Và đôi khi là những câu hỏi trên trời
Anh ơi trẻ con chơi kìa, vui nhỉ?
Anh ơi ở bên kia là hoa gì?
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh?
Sao nhìn ai cũng vội vã vậy?
Đôi khi anh nghĩ, bình yên thật xa xỉ
có lẽ lúc đó bên cạnh chưa là em
Cho đến khi anh thấy,
Đôi mắt đen lay láy thầm nhìn anh một buổi sáng anh ngủ quên
Chưa ai bao giờ nói cho anh tình yêu là gì
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như như màn đêm
Đôi lúc khiến anh thầm nghĩ

Liệu không phải em?, lòng tin là thứ anh không đặt cược
Nếu không phải em?, bình yên là thứ anh không chạm được
Bởi vì cách em nhìn, và cảm giác em hôn
Hơn tất cả những gì anh có thể định nghĩa
Anh cảm ơn nỗi đau, đã cho em đến sau
Vì mọi điều anh tìm kiếm là đây

[VŨ:]
Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh

[ĐIỆP KHÚC]
Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện
(Chỉ cần có em)
Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",1,2024-09-13T02:43:53Z,negative,0.9021477103233337
@notacloneacc,cho đoạn rap vào điểm nhấn của bài luôn :)) Tổng thể quá hay binz và vũ ơi,1,2024-09-13T02:28:12Z,positive,0.9897891879081726
@anat3682,nhạc hay quá anh vũ ơi thích nghe những nhạc giai điệu này cực cảm ơn anh vũ đã ra mắt một sản phẩm quá tuyệt vời,1,2024-09-13T00:42:43Z,positive,0.9970452189445496
@Live_PMP,hay,1,2024-09-13T00:25:26Z,positive,0.9955829977989197
@HungHoang-zn8um,"Mình đã đánh đổi người mình muốn đồng hành cả đời để lấy gia đình mình, để giờ 5 năm rồi mình vẫn k tìm lại được bình yên. 5 năm rồi, mình vẫn ráng quên đi em, quên đi SG cùng với tuổi trẻ",4,2024-09-12T22:09:37Z,negative,0.9461909532546997
@thongminh1159,xuat sac qua luon!!,2,2024-09-12T20:36:42Z,positive,0.6340699195861816
@NhuQuynh-jf5ic,Mình luôn nghĩ về khung cảnh mình cùng người mình yêu sẽ cùng nhau ngồi nghe nhạc. Ngồi cạnh nhau bình yên như vậy mãi mãi. Có lẽ là sẽ bình yên lắm lắm :3,10,2024-09-12T16:49:08Z,positive,0.7841670513153076
@annthanh6856,ye,1,2024-09-12T16:15:00Z,neutral,0.9449275135993958
@duyetpham4868,"22h33 5,12/9/2024",1,2024-09-12T15:34:15Z,neutral,0.8169482946395874
@HoangMinh-tv2qt,hay,1,2024-09-12T15:34:12Z,positive,0.9955829977989197
@tbiiofficial8223,"Cơn mưa rơi bất chợt dần tan 
Để nhường cho ánh nắng nghiên 
Đoạn đường em bước đi ngang qua đây hừng nắng  

Khi 2 ta gần lại 1 chút 
2 dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời 
Với anh 

Em như dòng nước trông veo 
Xóa hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên  cùng anh kể chuyện 

Anh tìm 1 thoáng bình yên 
Vang lên trong đầu giờ đang ở đâu , tìm ở đâu

Giữa thế giới bao La giữ lấy trong tầm tay để gió cuốn không thổi bay 

Vì anh đã tìm thấy bình yên",6,2024-09-12T14:16:24Z,negative,0.3631476163864136
@thungoc1391,❤❤🎉🎉🎉🎉,1,2024-09-12T14:13:41Z,neutral,0.8539557456970215
@thungoc1391,😊😊😊😊😊😊😊,1,2024-09-12T14:06:58Z,neutral,0.8668122291564941
@tiger.tank_ww2,.....,0,2024-09-12T13:47:19Z,neutral,0.9732688665390015
@ngmduc8888,"Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với em

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

Đạp xe bên hoàng hôn
Và em luôn ngồi sau  
Tay ôm bụng anh 
Vu vơ bài ca, em hay quên lời
Và đôi khi là những câu hỏi trên trời 
Anh ơi trẻ con chơi kìa, vui nhỉ
Anh ơi ở bên kia là hoa gì? 
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh? 
Sao nhìn ai cũng vội vã vậy 
Đôi khi anh nghĩ, bình yên xa xỉ có lẽ lúc đó bên canh chưa là em 
Cho đến khi anh thấy, đôi mắt đen lay láy thầm nhìn anh một buổi sáng anh ngủ quên 
Chưa ai bao giờ nói cho anh tình yêu là gì 
Anh cứ ngỡ là những cơn sóng ầm ĩ 
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như như màn đêm
Đôi lúc khiến anh thầm nghĩ
Liệu không phải em, lòng tin là thứ anh không đặt cược 
Nếu không phải em, bình yên là thứ anh không chạm được 
Nhưng cách em nhìn, và cảm giác em hôn 
Hơn tất cả những gì anh có thể định nghĩa
Anh cám ơn nỗi đau, đã cho em đến sau 
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với em

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",0,2024-09-12T13:26:47Z,negative,0.9849931001663208
@phuongphong65,ai từ tiktok qua không ạ?,0,2024-09-12T13:25:24Z,neutral,0.5640575289726257
@caothanhthuan3180,"Bỏ đoạn rap đc ko, cho vào noa dở ra",1,2024-09-12T12:01:33Z,negative,0.9962772727012634
@AngielaBe-p3m,"Em như dòng nước trong veo
Băng qua ngọn núi vòng vèo
Chỉ cần có em hàn huyên
Cùng anh kể chuyện

Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây hửng nắng

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời với anh

Em như dòng nước trong veo
Xoá hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Chỉ cần có em

Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay
Để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca em hay quên lời
Và đôi khi là những câu hỏi trên trời
Anh ơi trẻ con chơi kìa vui nhỉ
Anh ơi ở bên kia là hoa gì
Ơ hay tại sao chim được bay
Tại sao cây màu xanh
Sao nhìn ai cũng vội vã vậy

Đôi khi anh nghĩ bình yên thật xa xỉ
Có lẽ lúc đó bên cạnh chưa là em
Cho đến khi anh thấy
Đôi mắt đen lay láy
Thầm nhìn anh
Một buổi sáng anh ngủ quên

Chưa ai bao giờ nói cho anh
Tình yêu là gì
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như màn đêm
Đôi lúc khiến anh thầm nghĩ

Liệu không phải em
Lòng tin là thứ anh không đặt cược
Nếu không phải em
Bình yên là thứ anh không chạm được
Bởi vì cách em nhìn
Và cảm giác em hôn
Hơn tất cả những gì
Anh có thể định nghĩa

Anh cảm ơn nỗi đau
Đã cho em đến sau
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời với anh

Em như dòng nước trong veo
Xoá hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Chỉ cần có em

Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay
Để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên.",8,2024-09-12T11:57:55Z,negative,0.9570097923278809
@nghuy721,"[Lyrics]
Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

[Rap]
Đạp xe bên hoàng hôn
Và em luôn ngồi sau  
Tay ôm bụng anh 
Vu vơ bài ca, em hay quên lời
Và đôi khi là những câu hỏi trên trời 
Anh ơi trẻ con chơi kìa, vui nhỉ
Anh ơi ở bên kia là hoa gì? 
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh? 
Sao nhìn ai cũng vội vã vậy 
Đôi khi anh nghĩ, bình yên thật xa xỉ có lẽ lúc đó bên cạnh chưa là em 
Cho đến khi anh thấy, đôi mắt đen lay láy thầm nhìn anh một buổi sáng anh ngủ quên 
Chưa ai bao giờ nói cho anh tình yêu là gì 
Anh cứ ngỡ là những cơn sóng ầm ĩ ..
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như như màn đêm
Đôi lúc khiến anh thầm nghĩ
Liệu không phải em, lòng tin là thứ anh không đặt cược 
Nếu không phải em, bình yên là thứ anh không chạm được 
Bởi vì cách em nhìn, và cảm giác em hôn 
Hơn tất cả những gì anh có thể định nghĩa
Anh cám ơn nỗi đau, đã cho em đến sau 
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với em

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",3,2024-09-12T11:44:01Z,negative,0.9772471189498901
@vualoa68,"Em như dòng nước trong veo
Băng qua ngọn núi vòng vèo
Chỉ cần có em hàn huyên
Cùng anh kể chuyện

Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây hửng nắng

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời với anh

Em như dòng nước trong veo
Xoá hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Chỉ cần có em

Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay
Để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca em hay quên lời
Và đôi khi là những câu hỏi trên trời
Anh ơi trẻ con chơi kìa vui nhỉ
Anh ơi ở bên kia là hoa gì
Ơ hay tại sao chim được bay
Tại sao cây màu xanh
Sao nhìn ai cũng vội vã vậy

Đôi khi anh nghĩ bình yên thật xa xỉ
Có lẽ lúc đó bên cạnh chưa là em
Cho đến khi anh thấy
Đôi mắt đen lay láy
Thầm nhìn anh
Một buổi sáng anh ngủ quên

Chưa ai bao giờ nói cho anh
Tình yêu là gì
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như màn đêm
Đôi lúc khiến anh thầm nghĩ

Liệu không phải em
Lòng tin là thứ anh không đặt cược
Nếu không phải em
Bình yên là thứ anh không chạm được
Bởi vì cách em nhìn
Và cảm giác em hôn
Hơn tất cả những gì
Anh có thể định nghĩa

Anh cảm ơn nỗi đau
Đã cho em đến sau
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời với anh

Em như dòng nước trong veo
Xoá hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Chỉ cần có em

Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay
Để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên.",3,2024-09-12T10:16:05Z,negative,0.9570097923278809
@thuoclaoaz9064,0:10,1,2024-09-12T09:26:32Z,neutral,0.9283196330070496
@thuoclaoaz9064,1:10,1,2024-09-12T09:25:54Z,neutral,0.8833719491958618
@lolemremixx,Rất vui vì là những con người được thưởng thức đầu tiên,2,2024-09-12T07:53:17Z,positive,0.9704227447509766
@Hoahaiduong1995-e,😢😢😢,1,2024-09-12T07:26:06Z,neutral,0.8473033308982849
@manhdinh0397,PUSH IT UP,1,2024-09-12T07:19:45Z,neutral,0.9136031270027161
@thanhaa3634,"Đoạ đày anh bằng cơn giông tố, mong anh tan nát con tim và đánh mất chính anh, giết chết chính anh cũng như tâm hồn anh…",1,2024-09-12T06:19:54Z,negative,0.9899711012840271
@BaoNgoc-pn3yn,nghe xong mà hết stress luôn r 🥲,1,2024-09-12T06:18:50Z,positive,0.9811761975288391
@ThanhHuynh-mf2ys,"Em như dòng nước trong veo
Băng qua ngọn núi vòng vèo
Chỉ cần có em hàn huyên
Cùng anh kể chuyện

Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng
Khi hai ta gần lại một chút
Hai dòng sông
Chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh
Em như dòng nước trong veo
Xoá hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện
Chỉ cần có em
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay
Để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

Rap:
Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca em hay quên lời
Và đôi khi là những câu hỏi trên trời
Anh ơi trẻ con chơi kìa vui nhỉ
Anh ơi ở bên kia là hoa gì
Ơ hay tại sao chim được bay
Tại sao cây màu xanh
Sao nhìn ai cũng vội vã vậy
Đôi khi anh nghĩ bình yên thật xa xỉ
Có lẽ lúc đó bên cạnh chưa là em
Cho đến khi anh thấy
Đôi mắt đen lay láy
Thầm nhìn anh
Một buổi sáng anh ngủ quên
Chưa ai bao giờ nói cho anh
Tình yêu là gì
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như màn đêm
Đôi lúc khiến anh thầm nghĩ
Liệu không phải em
Lòng tin là thứ anh không đặt cược
Nếu không phải em
Bình yên là thứ anh không chạm được
Bởi vì cách em nhìn
Và cảm giác em hôn
Hơn tất cả những gì
Anh có thể định nghĩa
Anh cảm ơn nỗi đau
Đã cho em đến sau
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh
Em như dòng nước trong veo
Xoá hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành
Chỉ cần có em hàn huyên
Cùng anh kể chuyện
Chỉ cần có em
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay
Để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",1,2024-09-12T06:08:35Z,negative,0.9695949554443359
@harmonicacover1036,"Em như dòng nước trong veo
Băng qua ngọn núi vòng vèo
Chỉ cần có em hàn huyên
Cùng anh kể chuyện

Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng
Khi hai ta gần lại một chút
Hai dòng sông
Chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh
Em như dòng nước trong veo
Xoá hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện
Chỉ cần có em
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay
Để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

Rap:
Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca em hay quên lời
Và đôi khi là những câu hỏi trên trời
Anh ơi trẻ con chơi kìa vui nhỉ
Anh ơi ở bên kia là hoa gì
Ơ hay tại sao chim được bay
Tại sao cây màu xanh
Sao nhìn ai cũng vội vã vậy
Đôi khi anh nghĩ bình yên thật xa xỉ
Có lẽ lúc đó bên cạnh chưa là em
Cho đến khi anh thấy
Đôi mắt đen lay láy
Thầm nhìn anh
Một buổi sáng anh ngủ quên
Chưa ai bao giờ nói cho anh
Tình yêu là gì
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như màn đêm
Đôi lúc khiến anh thầm nghĩ
Liệu không phải em
Lòng tin là thứ anh không đặt cược
Nếu không phải em
Bình yên là thứ anh không chạm được
Bởi vì cách em nhìn
Và cảm giác em hôn
Hơn tất cả những gì
Anh có thể định nghĩa
Anh cảm ơn nỗi đau
Đã cho em đến sau
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh
Em như dòng nước trong veo
Xoá hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành
Chỉ cần có em hàn huyên
Cùng anh kể chuyện
Chỉ cần có em
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay
Để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",1,2024-09-12T06:07:31Z,negative,0.9695949554443359
@ĐứcPhạm-o9l,"Bài hát hay thật sự,có lẽ là sự giải thoát cho hoàn cảnh của tôi lúc này.",1,2024-09-12T05:51:18Z,positive,0.9969081282615662
@VenustoJupiter07,"Như lời của DSK:
""Chỉ cho đến khi cơn bão không còn ào ạt nữa
Cảm xúc hòa vào gió, anh thưởng thức từng hạt mưa
Và nhận ra, tình yêu không phải là tất cả, anh mong yên bình còn hơn thế
Cũng đâu có gì là đúng sai, chỉ là quy luật của cơn mê
Chỉ là quyết định trong một giây
Là trực giác, là lý trí, là ngẫu nhiên, là hên xui
Nó là thuyết hỗn mang, cái giây phút đã bắt đầu một định mệnh
Đã khơi dậy một cuộc tình, đã chấm dứt một hành trình
Đã đưa anh vào giông tố, và đã khiến anh tìm lại được thanh bình""",1,2024-09-12T05:33:44Z,negative,0.968996524810791
@huybanh2499,"Em như dòng nước trong veo
Băng qua ngọn núi vòng vèo
Chỉ cần có em hàn huyên
Cùng anh kể chuyện

Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây hửng nắng

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời với anh

Em như dòng nước trong veo
Xoá hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Chỉ cần có em

Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay
Để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca em hay quên lời
Và đôi khi là những câu hỏi trên trời
Anh ơi trẻ con chơi kìa vui nhỉ
Anh ơi ở bên kia là hoa gì
Ơ hay tại sao chim được bay
Tại sao cây màu xanh
Sao nhìn ai cũng vội vã vậy

Đôi khi anh nghĩ bình yên thật xa xỉ
Có lẽ lúc đó bên cạnh chưa là em
Cho đến khi anh thấy
Đôi mắt đen lay láy
Thầm nhìn anh
Một buổi sáng anh ngủ quên

Chưa ai bao giờ nói cho anh
Tình yêu là gì
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như màn đêm
Đôi lúc khiến anh thầm nghĩ

Liệu không phải em
Lòng tin là thứ anh không đặt cược
Nếu không phải em
Bình yên là thứ anh không chạm được
Bởi vì cách em nhìn
Và cảm giác em hôn
Hơn tất cả những gì
Anh có thể định nghĩa

Anh cảm ơn nỗi đau
Đã cho em đến sau
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời với anh

Em như dòng nước trong veo
Xoá hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Chỉ cần có em

Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu tìm ở đâu
Giữa thế giới bao la
Giữ lấy trong tầm tay
Để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên.",1,2024-09-12T04:53:38Z,negative,0.9570097923278809
@lananh1163,"Hay đỉnh luôn ahhhhh, ngày nào cũng ngeee",1,2024-09-12T03:21:11Z,positive,0.9943016767501831
@HaNoiChill29,Anh ny của tôi cũng không thể cho tôi cảm giác bình yên như bài hát này mang lại :))),1,2024-09-12T02:24:10Z,negative,0.9712047576904297
@gianginh389,tuyệt vời,1,2024-09-12T02:14:07Z,positive,0.9966314435005188
@nguyenducminh239,"ôi, tiếng Việt của mình hay quá các bạn ơi, luôn tự hào là người Việt Nam",2,2024-09-12T02:04:14Z,positive,0.9958784580230713
@thanhvinhnghithuong4829,Cho binz rap chán ra hẳn mv nhỉ,1,2024-09-12T00:04:14Z,negative,0.991381824016571
@yooaimo3922,Hay quá,1,2024-09-11T17:08:22Z,positive,0.9969508647918701
@nguyenleyennhi9528,hay xĩu luôn ạhh,1,2024-09-11T17:08:12Z,negative,0.9878559708595276
@moonriver5400,❤,1,2024-09-11T16:57:01Z,neutral,0.9050636887550354
@phamnam4316,0:48,0,2024-09-11T15:17:11Z,neutral,0.8894222378730774
@nguyenthihonganh7567,hay quá đi ạ,0,2024-09-11T14:46:07Z,positive,0.9877744317054749
@phamphuongmai5842,Hay quá ❤,0,2024-09-11T14:42:02Z,positive,0.9961292743682861
@23.baolong37,😜😜😜😜😜😜😜😜😜😜CÀY VIEW TOP 10 TRENDING🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,0,2024-09-11T14:27:19Z,neutral,0.7322235703468323
@kimhien1992,❤,0,2024-09-11T14:27:04Z,neutral,0.9050636887550354
@23.baolong37,😜😜😜😜😜😜😜😜😜😜CÀY VIEW TOP 10 TRENDING🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,1,2024-09-11T14:27:03Z,neutral,0.7322235703468323
@23.baolong37,😜😜😜😜😜😜😜😜😜😜CÀY VIEW TOP 10 TRENDING🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,0,2024-09-11T14:26:58Z,neutral,0.7322235703468323
@23.baolong37,😜😜😜😜😜😜😜😜😜😜CÀY VIEW TOP 10 TRENDING🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,0,2024-09-11T14:26:52Z,neutral,0.7322235703468323
@23.baolong37,😜😜😜😜😜😜😜😜😜😜CÀY VIEW TOP 10 TRENDING🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,0,2024-09-11T14:26:45Z,neutral,0.7322235703468323
@23.baolong37,😜😜😜😜😜😜😜😜😜😜CÀY VIEW TOP 10 TRENDING🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,0,2024-09-11T14:26:40Z,neutral,0.7322235703468323
@23.baolong37,😜😜😜😜😜😜😜😜😜😜CÀY VIEW TOP 10 TRENDING🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,0,2024-09-11T14:26:34Z,neutral,0.7322235703468323
@23.baolong37,😜😜😜😜😜😜😜😜😜😜CÀY VIEW TOP 10 TRENDING🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,0,2024-09-11T14:26:28Z,neutral,0.7322235703468323
@23.baolong37,😜😜😜😜😜😜😜😜😜😜CÀY VIEW TOP 10 TRENDING🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,0,2024-09-11T14:26:23Z,neutral,0.7322235703468323
@23.baolong37,😜😜😜😜😜😜😜😜😜😜CÀY VIEW TOP 10 TRENDING🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪,0,2024-09-11T14:26:19Z,neutral,0.7322235703468323
